NAICS,INJURY_CAUSE_CD,INJURY_NATURE_CD,median_amount_paid
331491,81,52,38485.16
331491,84,4,8010.12
331491,87,25,336.455
331491,97,52,1789.1
331491,99,10,223.46
331492,1,68,352.68
331492,1,90,704.67
331492,2,4,552.16
331492,2,52,182.61
331492,3,32,101.67
331492,4,4,14422.36
331492,5,4,558.38
331492,7,25,191.925
331492,9,4,508.88
331492,10,4,7985.98
331492,10,10,2151.67
331492,10,13,418.48
331492,12,10,544.84
331492,12,40,141.265
331492,12,90,7202.94
331492,13,40,527.29
331492,16,10,228.57
331492,16,43,204.2
331492,16,90,991.9
331492,17,43,3889.67
331492,18,40,1277.09
331492,19,10,2205.98
331492,19,25,82.16
331492,19,40,1199.29
331492,19,43,162.48
331492,19,90,4626.28
331492,25,10,174.82
331492,25,49,39083.27
331492,26,49,431.53
331492,26,52,694.05
331492,27,4,472.97
331492,28,28,336.1
331492,29,10,2939.93
331492,29,16,23447.99
331492,29,40,2342.27
331492,29,49,23782.735
331492,29,52,6204.37
331492,29,90,357.08
331492,30,52,342
331492,31,10,6910.85
331492,31,49,3325.74
331492,32,52,2357.09
331492,33,52,5395.365
331492,46,49,325.37
331492,53,52,786.09
331492,56,49,39917.08
331492,56,52,228.53
331492,57,34,2886.78
331492,57,49,6023.685
331492,57,52,2876.8
331492,58,52,2624.045
331492,59,49,15023.33
331492,59,52,1895
331492,60,1,182.65
331492,60,37,2448.74
331492,60,49,995.51
331492,60,52,1431.51
331492,61,52,154.14
331492,66,28,1763.685
331492,66,90,822.39
331492,68,28,12962.93
331492,69,40,159.78
331492,70,10,3207.04
331492,70,28,401.37
331492,70,40,1037.85
331492,75,10,1692.35
331492,75,40,1557.69
331492,75,43,296.22
331492,75,59,679.95
331492,76,10,552.09
331492,76,59,574.28
331492,77,13,54.62
331492,77,28,1748.29
331492,78,59,1390.34
331492,79,7,690.81
331492,79,10,3023.57
331492,79,13,248.82
331492,79,59,260.07
331492,79,90,256.77
331492,81,10,592.15
331492,81,37,401.42
331492,81,90,134.95
331492,82,59,3782.86
331492,82,68,404.08
331492,82,90,642.44
331492,86,90,2555.43
331492,87,25,158.985
331492,87,59,310.64
331492,97,52,2954.005
331492,97,90,33178.31
331492,99,4,101.67
331492,99,25,352.15
331492,99,31,307.29
331492,99,59,6850.77
331511,1,25,249.12
331511,2,4,821.565
331511,2,90,250.44
331511,3,4,141.17
331511,3,59,197.11
331511,4,4,1180.44
331511,5,4,851.335
331511,6,25,59.42
331511,7,43,59600.89
331511,9,4,703.33
331511,9,59,527.35
331511,10,2,3564.27
331511,10,10,4748.655
331511,10,13,2471.94
331511,10,28,1403.79
331511,10,40,821.17
331511,10,52,1388.76
331511,10,90,3056.22
331511,12,10,451.57
331511,12,13,657.855
331511,12,25,113.68
331511,12,28,788.09
331511,12,37,106.39
331511,12,40,857.45
331511,12,49,592.25
331511,12,52,478.845
331511,13,2,29448.48
331511,13,10,407.63
331511,13,13,643.63
331511,13,28,2163.12
331511,13,40,765.29
331511,13,52,4939.13
331511,13,90,3833.39
331511,16,40,620.56
331511,16,43,352.48
331511,16,49,3455.91
331511,16,59,596.27
331511,17,10,366.345
331511,17,13,1622.94
331511,17,25,11909.7
331511,17,40,520.085
331511,17,43,209.86
331511,17,52,17474.685
331511,17,59,658.41
331511,18,40,976.25
331511,18,43,783.165
331511,18,52,4074.87
331511,18,90,1287.04
331511,19,37,417.34
331511,19,40,737.2
331511,19,43,402.96
331511,19,59,239.49
331511,20,40,555.83
331511,25,10,511.915
331511,25,52,4001.7
331511,26,7,16554.36
331511,26,28,62717.51
331511,26,49,1502.14
331511,26,52,1461.48
331511,26,90,7761.37
331511,27,10,4463.15
331511,27,40,516.53
331511,27,52,5540.57
331511,28,4,717.32
331511,28,40,1780.7
331511,28,52,247.75
331511,29,10,383.095
331511,29,28,5218.43
331511,29,40,289.1
331511,29,46,19097.38
331511,29,49,1374.88
331511,29,52,3380.565
331511,30,49,564.745
331511,30,52,2358.58
331511,31,7,1054.4
331511,31,10,3335.78
331511,31,28,4216.75
331511,31,40,1549.25
331511,31,49,4659.88
331511,31,52,4878.23
331511,31,59,1062.025
331511,32,10,15161.97
331511,32,49,319.74
331511,33,10,100.8
331511,33,52,7396.95
331511,46,90,4712.4
331511,53,49,1272.28
331511,53,52,3814.74
331511,55,52,36806.49
331511,56,13,659.94
331511,56,34,5999.27
331511,56,37,9221.11
331511,56,49,6039.405
331511,56,52,1191.11
331511,56,59,121.95
331511,57,4,897.96
331511,57,34,10803.695
331511,57,46,19598.91
331511,57,49,911.06
331511,57,52,1102.92
331511,58,10,318.35
331511,58,52,21825.29
331511,59,25,369.12
331511,59,28,2396.06
331511,59,34,7450.88
331511,59,49,1576.55
331511,59,52,1461.19
331511,59,59,917.76
331511,60,10,110.87
331511,60,25,89.69
331511,60,34,3395.13
331511,60,37,4939.09
331511,60,49,376.63
331511,60,52,1483.94
331511,61,52,13898.785
331511,65,10,5201.92
331511,65,40,311.81
331511,66,7,1277.12
331511,66,49,273.08
331511,68,7,11159.83
331511,68,10,590.08
331511,68,40,480.08
331511,68,52,113.25
331511,69,40,156.98
331511,69,43,1096.095
331511,70,10,754.86
331511,70,40,512.65
331511,70,49,1197.23
331511,70,52,508.97
331511,75,4,15856.28
331511,75,10,701.82
331511,75,13,1584.53
331511,75,25,229.62
331511,75,28,4265.525
331511,75,37,115.21
331511,75,40,644.995
331511,75,43,881.36
331511,75,49,1074.75
331511,76,10,607.695
331511,76,16,237
331511,76,28,17421.94
331511,76,40,1177.465
331511,76,52,3874.28
331511,76,59,6916.37
331511,77,10,337.25
331511,77,28,28779.64
331511,78,40,4798.72
331511,79,10,220.19
331511,79,13,628.37
331511,79,28,473.76
331511,79,40,441.505
331511,80,28,1055.05
331511,80,40,1389.61
331511,81,10,344.45
331511,81,25,170.18
331511,81,40,597.25
331511,82,59,387.5
331511,84,19,53506.58
331511,87,25,232.57
331511,90,25,375.28
331511,90,52,3275.91
331511,90,53,6682.38
331511,95,40,0
331511,97,37,1152.78
331511,97,49,3263.05
331511,97,52,546.27
331511,98,52,820.43
331511,98,80,14770.33
331511,99,10,171.7
331511,99,28,783.22
331511,99,34,491.81
331511,99,52,3631.04
331511,99,59,197.05
331511,99,78,476.91
331512,2,4,348.56
331512,2,25,601.44
331512,3,4,578.57
331512,7,4,494.68
331512,9,4,317.25
331512,10,10,998.29
331512,10,40,549.68
331512,12,4,107.86
331512,12,10,651.99
331512,12,40,153.54
331512,12,49,4384.43
331512,13,10,1010.14
331512,16,10,107.86
331512,16,40,441.165
331512,16,52,269.47
331512,17,28,16022.37
331512,17,40,238
331512,17,49,415.63
331512,19,10,831.84
331512,19,40,325.24
331512,26,52,93.82
331512,31,10,657.67
331512,31,28,1717.73
331512,31,52,1101.01
331512,31,59,2472.22
331512,33,28,3325.21
331512,54,49,516.47
331512,56,10,574.55
331512,56,52,206.065
331512,56,59,172.31
331512,57,52,1328.81
331512,59,52,404.86
331512,60,52,1014
331512,66,28,494.75
331512,75,10,1069.1
331512,75,28,859.45
331512,75,43,208.9
331512,76,28,394.96
331512,76,40,3163.3
331512,79,10,740.06
331512,79,28,920.45
331512,79,52,431.1
331512,81,10,879.465
331512,81,40,175.26
331512,81,59,414.85
331512,85,37,94.02
331512,87,1,565.71
331512,87,25,334.3
331512,94,52,132.78
331512,97,49,7750.33
331512,97,52,582.4
331512,99,10,341.64
331513,1,4,36548.895
331513,2,4,563.27
331513,2,10,3077.3
331513,4,4,1424.61
331513,5,4,434.7
331513,6,25,123.075
331513,7,4,839.66
331513,9,4,82.51
331513,10,28,1269.47
331513,10,40,6210.02
331513,10,52,971.12
331513,12,13,1231.21
331513,12,28,1861.69
331513,12,40,24938.5
331513,13,10,4922.9
331513,13,13,3669.495
331513,13,28,504.145
331513,13,40,3620.135
331513,16,40,264.62
331513,17,40,606.24
331513,17,52,15856.17
331513,18,40,446.76
331513,18,59,488.22
331513,19,25,1480.64
331513,19,40,416.845
331513,25,10,31797.74
331513,25,28,163.15
331513,25,90,2528.07
331513,26,49,24381.66
331513,26,52,4287.22
331513,27,52,0
331513,29,10,911.64
331513,29,28,5898.17
331513,29,40,828.78
331513,29,52,1066.28
331513,30,49,3249.84
331513,30,52,309.08
331513,31,10,369.64
331513,31,49,693.1
331513,31,52,71872.8
331513,31,71,1504.41
331513,32,10,775.03
331513,32,49,20665.56
331513,54,34,9307.58
331513,55,49,550.59
331513,55,52,1557.42
331513,56,49,184.86
331513,56,52,392.9
331513,57,52,1120.23
331513,57,71,631.21
331513,58,52,58.75
331513,59,37,939.97
331513,59,52,1238.18
331513,59,80,2246.09
331513,60,49,5287.37
331513,60,52,2897.355
331513,60,59,409.05
331513,68,40,496.64
331513,70,10,269.9
331513,75,10,706.9
331513,75,25,65.3
331513,75,40,1108.72
331513,79,10,434.315
331513,79,28,294.84
331513,79,34,32002.83
331513,79,40,13377.94
331513,79,52,3206.19
331513,81,10,747.02
331513,81,28,365.59
331513,87,25,247.5
331513,87,59,58.29
331513,87,71,211.42
331513,89,52,961.72
331513,97,49,306.91
331513,97,52,336.1
331513,97,80,1108.95
331513,99,10,571.91
331513,99,34,13564.59
331513,99,52,1572.56
331523,2,4,33918.79
331523,7,4,511.09
331523,9,4,648.055
331523,10,10,733.67
331523,10,52,806.71
331523,13,10,196.92
331523,13,52,336.58
331523,17,40,1220.24
331523,17,43,2098.25
331523,19,40,547.52
331523,25,52,376.54
331523,32,52,1887.73
331523,55,49,2410.23
331523,56,52,1146.165
331523,57,52,23826.53
331523,60,52,587.04
331523,75,10,518.18
331523,75,59,1560.36
331523,76,28,4543.58
331523,79,10,404.53
331523,81,10,3913.03
331523,87,25,534.605
331523,97,52,785.27
331523,97,78,1069.72
331523,99,52,823.9
331524,1,4,3472.65
331524,2,4,1118.15
331524,3,4,1345.91
331524,4,4,3946.25
331524,5,4,198.07
331524,7,4,180.29
331524,9,4,358.02
331524,10,2,6620.39
331524,10,10,813.88
331524,10,40,111.22
331524,10,43,674.47
331524,10,59,2659.66
331524,12,59,625.69
331524,13,10,514.045
331524,13,40,559.565
331524,13,52,812.48
331524,16,40,388.54
331524,17,10,409.58
331524,17,40,635.72
331524,18,40,593.58
331524,19,43,1889.3
331524,19,59,297.52
331524,28,40,1014.65
331524,29,10,430
331524,29,52,6758.12
331524,30,49,728.16
331524,31,10,7114.63
331524,31,28,869.08
331524,31,49,706.97
331524,31,52,1181.91
331524,33,10,409.21
331524,53,16,24429.68
331524,53,34,2889.02
331524,53,49,21820.91
331524,55,52,6435.04
331524,56,37,18843.17
331524,56,49,499.09
331524,56,52,1823.32
331524,57,34,7949.645
331524,57,52,49857.03
331524,59,52,71.93
331524,60,52,632.305
331524,61,28,1008.16
331524,61,49,2635.47
331524,65,40,1975.48
331524,68,10,7309.33
331524,70,10,220.08
331524,70,40,315.11
331524,75,10,457.745
331524,75,28,654.95
331524,75,40,789.13
331524,75,52,908.74
331524,76,28,502.67
331524,76,40,847.96
331524,76,43,1030.17
331524,76,52,10217.49
331524,76,59,5894.57
331524,78,10,2320.06
331524,79,10,3334.74
331524,79,13,25870.38
331524,79,28,20201.45
331524,79,59,480.79
331524,81,10,755.9
331524,81,40,1133.22
331524,87,25,135.245
331524,87,40,144.97
331524,97,34,6000.19
331524,97,52,1109.455
331524,98,52,9586.56
331524,99,25,175.63
331524,99,52,2103.55
331529,2,4,864.48
331529,5,4,1058.745
331529,10,13,2226.65
331529,10,40,650.09
331529,10,43,968.64
331529,12,10,812.81
331529,12,13,490.32
331529,12,40,769.62
331529,12,49,1688.08
331529,12,52,1482.5
331529,17,2,1650.28
331529,18,2,2782.42
331529,18,10,2423.9
331529,18,25,1143.03
331529,18,40,949.81
331529,18,52,289.73
331529,19,25,1210.71
331529,19,36,1078.72
331529,19,40,1023.54
331529,19,43,510.38
331529,25,28,2591.37
331529,25,49,702.67
331529,29,16,22128.35
331529,29,28,16660.12
331529,29,52,22796.045
331529,31,10,491.95
331529,31,40,690.5
331529,31,90,235.65
331529,32,10,116.73
331529,32,52,26435.7
331529,32,59,255.35
331529,33,10,496.73
331529,53,37,9836.89
331529,53,52,1914.13
331529,55,52,1012.37
331529,56,34,7382.62
331529,56,49,70.52
331529,56,52,1045.8
331529,57,34,16946.98
331529,57,49,67.95
331529,57,52,747.43
331529,59,40,991.81
331529,59,52,57996.5
331529,60,49,3288.5
331529,60,52,1154.385
331529,66,10,268.84
331529,68,10,288.33
331529,69,59,401.43
331529,75,10,739.64
331529,75,28,1614.82
331529,75,40,816.75
331529,75,43,2588.05
331529,75,52,2494.74
331529,75,59,1046.13
331529,77,90,17096.81
331529,78,40,1921.17
331529,78,52,234.66
331529,79,10,1428.835
331529,79,28,687.95
331529,79,40,1156.13
331529,79,59,4352.81
331529,81,10,199.81
331529,87,25,349.66
331529,87,59,141.17
331529,97,37,670.06
331529,97,52,2206.73
331529,97,78,3001.68
331529,98,52,662.6
331529,99,10,224.58
331529,99,19,1110.38
332111,1,25,679.81
332111,1,68,94.33
332111,2,4,570.34
332111,4,4,1121.1
332111,5,4,26906.46
332111,7,4,178.12
332111,9,40,102.67
332111,10,10,811.765
332111,10,13,17705.72
332111,12,10,356.17
332111,12,13,969.875
332111,12,28,23691.75
332111,12,40,244.99
332111,12,43,947.66
332111,13,13,38598.4
332111,16,10,582.17
332111,16,25,451.68
332111,16,43,21717.53
332111,16,59,39544.34
332111,17,40,629.58
332111,18,13,9626.77
332111,19,40,496.34
332111,26,52,49028.71
332111,27,28,341.37
332111,27,52,1710.5
332111,29,10,151.02
332111,30,52,18120.37
332111,30,59,725.32
332111,31,10,456.78
332111,31,49,14641.83
332111,31,52,685.14
332111,32,59,357.79
332111,33,28,527.98
332111,33,52,13513.59
332111,56,49,7845.47
332111,56,52,5188.99
332111,56,59,550.715
332111,57,49,3848.7
332111,57,52,464.885
332111,58,52,281.08
332111,59,37,20230.87
332111,59,40,582.86
332111,59,52,1178.7
332111,60,37,7352.525
332111,60,52,436.42
332111,68,40,1365.88
332111,75,10,1215.87
332111,75,40,547
332111,75,59,95.58
332111,76,40,1941.05
332111,77,28,2758.43
332111,78,28,18867.45
332111,79,2,3788.35
332111,79,10,96.52
332111,79,13,777.29
332111,79,25,591.42
332111,79,28,3674.69
332111,79,59,3428.85
332111,81,10,28010.78
332111,81,25,5018.01
332111,81,28,300.41
332111,87,25,232.56
332111,90,77,1010.63
332111,97,49,1188.43
332111,97,52,621.11
332111,97,78,38752.97
332111,99,25,250.52
332111,99,32,1187.83
332111,99,40,771.49
332111,99,49,864.23
332111,99,68,99.67
332112,9,4,271.36
332112,12,10,1612.4
332112,13,2,84716.44
332112,13,52,422.53
332112,19,43,169.98
332112,25,52,13031.98
332112,30,49,5339.14
332112,31,52,18908.72
332112,32,52,5236.98
332112,55,52,9308.09
332112,56,52,7613.93
332112,57,49,6631.44
332112,57,52,476.72
332112,59,52,9020.03
332112,60,52,435.38
332112,75,10,151.83
332112,75,40,1164.215
332112,76,1,1076
332112,79,40,889.76
332112,81,10,766.655
332112,87,25,128.57
332112,97,78,14959.6
332112,99,13,2423.61
332112,99,71,1610.78
332117,1,4,244.35
332117,2,4,216.7
332117,3,32,2741.505
332117,5,4,228.86
332117,9,28,1276.54
332117,10,2,19929.96
332117,10,10,278.385
332117,10,13,5495.57
332117,10,28,807.93
332117,10,36,232.54
332117,10,40,459.715
332117,10,43,638
332117,10,52,12506.75
332117,10,59,696.84
332117,12,10,165.1
332117,12,13,14143.11
332117,12,28,1364.33
332117,12,40,227.09
332117,12,47,182.39
332117,12,49,674.35
332117,12,59,115.39
332117,13,7,3917.87
332117,13,10,277.34
332117,13,13,630.24
332117,13,37,290.35
332117,13,40,598.63
332117,13,47,3128.92
332117,16,40,495.265
332117,16,43,444.7
332117,17,10,748.16
332117,17,28,252.53
332117,17,40,330.99
332117,18,40,522.73
332117,18,43,647.91
332117,19,2,1532.56
332117,19,25,323.78
332117,19,28,3820.11
332117,19,40,219.75
332117,19,43,14566.295
332117,20,2,497.67
332117,25,10,1319.495
332117,25,28,32515.735
332117,25,40,622.12
332117,25,49,1753.075
332117,25,52,12821.41
332117,25,90,225.5
332117,26,49,36150.38
332117,28,40,705.68
332117,28,52,813.32
332117,29,7,63269.58
332117,29,10,714.84
332117,29,28,794.06
332117,29,37,395.31
332117,29,40,6768.705
332117,29,49,3210.24
332117,29,52,3103.125
332117,29,59,4581.325
332117,29,90,33.22
332117,30,10,2836.95
332117,30,40,638.46
332117,30,49,1604.575
332117,30,52,2991.445
332117,31,7,1326.49
332117,31,10,133.71
332117,31,16,10173.455
332117,31,28,8536.115
332117,31,37,447.5
332117,31,49,486.065
332117,31,52,3940.43
332117,32,10,368.29
332117,32,52,393.6
332117,32,59,31053.8
332117,33,10,1952.235
332117,33,49,456.94
332117,33,52,2570.97
332117,45,90,3722.79
332117,50,10,421.61
332117,50,13,46.91
332117,53,10,902.09
332117,53,49,2110.12
332117,53,52,579.03
332117,54,49,5556.28
332117,55,37,470.28
332117,55,52,193.5
332117,56,34,17149.45
332117,56,37,270.9
332117,56,49,1778.14
332117,56,52,2170.06
332117,56,59,3263.295
332117,57,10,6699.28
332117,57,37,8853.32
332117,57,46,384.72
332117,57,49,249.025
332117,57,52,1757.21
332117,57,59,216.46
332117,58,16,403.33
332117,58,49,22495.6
332117,58,52,728.805
332117,59,10,468.79
332117,59,40,152.76
332117,59,43,93.3
332117,59,52,2670.735
332117,60,28,1217.01
332117,60,37,104.97
332117,60,49,747.26
332117,60,52,614.61
332117,60,65,429.07
332117,61,52,212.5
332117,65,10,297
332117,65,36,683.16
332117,65,40,1016.455
332117,66,10,70.47
332117,66,28,6526.21
332117,66,40,476.31
332117,66,52,388.06
332117,66,90,703.34
332117,67,40,276
332117,68,7,2584.13
332117,68,10,479.25
332117,68,16,33798.46
332117,68,28,1437.59
332117,68,40,174.48
332117,68,49,211.16
332117,68,52,65.25
332117,68,59,34672.54
332117,70,7,2299.46
332117,70,10,335.14
332117,70,28,17700.29
332117,70,37,1695.28
332117,70,49,273.25
332117,70,52,5975.065
332117,70,59,212.71
332117,74,49,263.78
332117,74,52,1480.06
332117,75,7,3821.29
332117,75,10,240.98
332117,75,13,681.67
332117,75,25,266.51
332117,75,28,13739.43
332117,75,40,761.805
332117,75,43,74339.94
332117,75,59,377.4
332117,75,90,1190.47
332117,76,10,2978.74
332117,76,28,2202.54
332117,76,40,800.73
332117,76,43,50045.41
332117,76,52,246.56
332117,77,10,817.065
332117,77,28,17434.535
332117,78,2,19029.9
332117,78,10,341.705
332117,78,28,2942.55
332117,79,10,8663.33
332117,79,25,540.31
332117,79,40,594.675
332117,79,43,407.14
332117,79,49,234.685
332117,79,52,434.68
332117,80,4,108.86
332117,80,10,273.43
332117,80,28,160.8
332117,81,10,1821.4
332117,81,13,244.92
332117,81,16,53.67
332117,81,40,705.45
332117,81,52,598.42
332117,82,1,606.44
332117,82,59,542.74
332117,82,65,1178.89
332117,85,36,3493.38
332117,85,43,532.66
332117,85,59,334.74
332117,87,25,287.67
332117,87,40,459.55
332117,87,59,494.65
332117,90,32,1071.61
332117,90,68,114.59
332117,90,71,617.49
332117,91,37,313.01
332117,94,52,1715.96
332117,94,80,8067.15
332117,95,43,33291.38
332117,97,10,1522.17
332117,97,52,1309.98
332117,97,78,5828.87
332117,97,80,357.01
332117,97,90,5816.53
332117,98,78,6069.2
332117,98,80,697.95
332117,99,37,70.47
332117,99,40,354.405
332117,99,52,310.535
332117,99,59,855.325
332119,1,4,283.76
332119,5,4,898.92
332119,6,4,1615.78
332119,9,4,2796.9
332119,10,2,36127.1
332119,10,13,3304.495
332119,10,28,13028.835
332119,10,40,917.9
332119,10,59,1781.79
332119,12,10,163.53
332119,12,28,922.97
332119,12,40,952.7
332119,13,2,1765.06
332119,13,10,17349.62
332119,13,13,23252.91
332119,16,10,438.715
332119,16,40,593.61
332119,17,10,941.94
332119,17,40,341.32
332119,17,43,207.26
332119,18,10,232.75
332119,18,40,205.76
332119,18,43,885.24
332119,19,1,125.37
332119,19,10,172.39
332119,19,40,458.73
332119,19,43,254.135
332119,26,40,410.56
332119,27,10,2332.375
332119,27,52,1026.8
332119,29,7,2498.92
332119,29,10,945.36
332119,29,28,1058.66
332119,29,52,1162.67
332119,29,90,873.23
332119,30,52,2030.09
332119,31,10,1804.51
332119,31,16,13549.99
332119,31,28,3494.9
332119,31,40,637.525
332119,31,52,5637.99
332119,32,7,1793.68
332119,32,10,2175.195
332119,32,49,171.98
332119,32,52,27084.66
332119,32,90,34.37
332119,53,52,5324.3
332119,55,49,22700.71
332119,55,52,450.64
332119,56,49,3003.155
332119,56,52,1197.93
332119,57,34,9224.7
332119,57,49,15657.91
332119,57,52,7706.29
332119,58,52,1123.305
332119,59,52,7007.79
332119,60,10,947.25
332119,60,37,165.56
332119,60,49,296.825
332119,60,52,1296.74
332119,66,10,363.07
332119,66,40,731.46
332119,66,49,217.14
332119,68,10,169.415
332119,68,40,724.895
332119,69,40,724.77
332119,70,49,20691.18
332119,75,10,3237.13
332119,75,25,93.26
332119,75,40,609.38
332119,76,25,1619.48
332119,76,43,968.195
332119,78,28,13041.13
332119,78,40,457.34
332119,79,10,592.69
332119,79,28,2053.71
332119,79,40,467.44
332119,79,59,332.82
332119,81,25,100.79
332119,81,90,579.84
332119,85,59,106.2
332119,86,1,100.79
332119,87,1,113.68
332119,87,4,406.2
332119,87,25,106.2
332119,87,36,309.17
332119,87,59,64.16
332119,97,28,365.54
332119,97,37,159.63
332119,97,49,754.445
332119,97,52,2554.33
332119,97,78,1087.84
332119,97,80,62980.61
332119,98,4,474.24
332119,98,68,50.58
332119,99,1,118.83
332119,99,25,67.1
332119,99,40,409.74
332119,99,52,973.4
332119,99,59,341.07
332215,10,2,1259.54
332215,10,13,8955.12
332215,17,40,315.5
332215,18,40,767.85
332215,30,28,1856.68
332215,56,52,1872.75
332215,58,52,66519.65
332215,59,52,57852.1
332215,60,10,1202.06
332215,60,52,2872.96
332215,69,40,311.4
332215,75,28,773.19
332215,75,37,462.19
332215,81,28,1543.69
332215,87,25,214.34
332215,98,10,287.11
332215,99,52,2598.96
332216,1,4,544.5
332216,2,4,345.53
332216,5,4,1606.81
332216,6,25,77.4
332216,7,37,266.98
332216,10,2,867.12
332216,10,10,364.335
332216,10,13,3057.075
332216,10,28,1232.03
332216,10,40,3647.01
332216,10,49,269.92
332216,12,10,533.19
332216,12,13,1599.84
332216,12,28,1853.3
332216,12,40,1460.06
332216,13,10,583.25
332216,13,13,774.49
332216,13,28,1008.25
332216,13,40,1346.23
332216,13,49,22079.83
332216,13,52,113.29
332216,13,59,801.58
332216,16,25,1823.5
332216,16,40,874.76
332216,16,43,762.62
332216,17,25,486.79
332216,17,37,1420.97
332216,17,40,663.62
332216,17,43,366.24
332216,17,52,936.24
332216,18,28,405.29
332216,18,40,2148.62
332216,19,25,235.13
332216,19,40,431.79
332216,19,43,440.885
332216,25,10,10624.7
332216,25,43,46641.09
332216,25,52,1373.61
332216,27,10,634.99
332216,27,49,1250.57
332216,27,52,923.38
332216,28,52,47928.55
332216,29,10,2143.67
332216,29,28,6575.23
332216,29,40,1892.795
332216,29,49,1522.43
332216,29,52,923.77
332216,30,28,1175.2
332216,30,49,1164.92
332216,30,52,2443.53
332216,31,10,7438.56
332216,31,40,135.99
332216,31,52,278.34
332216,32,28,11309.9
332216,33,52,2357.065
332216,52,31,258.81
332216,53,37,2827.82
332216,53,49,1505.89
332216,53,52,1212.19
332216,55,34,1590.36
332216,55,52,558.64
332216,56,34,12244.58
332216,56,49,1184.87
332216,56,52,822.93
332216,56,59,1199.55
332216,57,10,1285.42
332216,57,34,16733.67
332216,57,49,1169.85
332216,57,52,1014.25
332216,58,49,880.02
332216,58,52,755.27
332216,59,37,627.31
332216,59,49,331.56
332216,59,52,1571.94
332216,60,52,339.76
332216,60,59,5229.9
332216,61,52,308.05
332216,65,10,639.88
332216,65,40,647.065
332216,68,10,559.235
332216,68,25,466.05
332216,68,37,825.63
332216,68,40,460.8
332216,68,52,207.36
332216,68,59,225.36
332216,69,28,3615.24
332216,69,43,330.64
332216,75,10,448.335
332216,75,25,249.62
332216,75,28,2231.98
332216,75,36,1057
332216,75,40,744.95
332216,75,43,1639.4
332216,75,52,887.18
332216,75,59,1188.85
332216,76,10,656.675
332216,76,40,546.185
332216,76,43,364.43
332216,76,52,1367.32
332216,77,10,1170.35
332216,77,49,8805.98
332216,77,52,664.69
332216,79,10,377.585
332216,79,25,155.17
332216,79,28,992.17
332216,79,36,300.13
332216,79,37,28107.43
332216,79,40,425.95
332216,80,10,647.45
332216,80,28,35442.13
332216,80,49,334.24
332216,81,28,835.19
332216,85,43,391.28
332216,87,25,343.485
332216,87,37,330.53
332216,87,59,147.77
332216,90,1,101.67
332216,90,10,7.27
332216,90,49,209.05
332216,90,52,321.03
332216,90,71,661.47
332216,95,40,285.39
332216,97,52,807.42
332216,98,52,2555.82
332216,99,19,13816.79
332216,99,25,313.59
332216,99,43,6481.92
332216,99,49,387.74
332216,99,53,2480.605
332216,99,59,283.82
332216,99,77,9.71
332311,4,4,4474.42
332311,7,4,447.615
332311,9,40,1514.83
332311,10,10,3861.865
332311,10,13,7857.03
332311,10,40,9932.89
332311,10,52,229.32
332311,12,1,148.13
332311,12,10,139.99
332311,12,28,5986.43
332311,12,40,58.02
332311,13,10,380.61
332311,13,36,365.84
332311,16,40,1458.93
332311,17,10,1289.5
332311,17,28,1907.62
332311,17,40,415.845
332311,17,43,488.08
332311,18,40,1102.645
332311,19,25,7538.34
332311,19,40,261.47
332311,19,43,13083.56
332311,25,10,3745.33
332311,26,49,30266.46
332311,27,28,2364.54
332311,28,10,144.26
332311,29,10,3002.21
332311,31,28,20436.61
332311,31,40,254.72
332311,31,52,3699.26
332311,32,49,20825.42
332311,45,10,6647.24
332311,53,49,3354.28
332311,55,52,69052.71
332311,56,10,140.25
332311,56,34,19395.53
332311,56,49,14156.94
332311,56,52,1967.07
332311,57,52,16725.33
332311,58,52,215.23
332311,59,49,947.71
332311,60,28,77381.75
332311,60,36,200.78
332311,60,49,3602.36
332311,60,52,701.16
332311,65,40,404.45
332311,68,10,386.21
332311,70,49,1122.43
332311,75,10,430.92
332311,75,13,10501.25
332311,75,28,1308.02
332311,76,10,154.63
332311,76,40,853.925
332311,76,43,19.59
332311,78,28,55150.97
332311,79,10,914.15
332311,79,40,8744.23
332311,81,10,2240.795
332311,81,28,1094.31
332311,85,59,113.3
332311,87,25,143.53
332311,87,59,172.69
332311,97,78,2054.27
332311,98,68,308.13
332311,99,10,259.51
332311,99,34,4016.33
332311,99,49,2103.94
332312,2,4,354.01
332312,3,4,762.52
332312,4,4,225.45
332312,5,4,348.135
332312,7,4,1235.485
332312,7,25,223.9
332312,7,37,757.85
332312,7,58,120.04
332312,10,10,1527.72
332312,10,13,21207.53
332312,10,28,1227.87
332312,10,40,1942.59
332312,10,59,625.2
332312,12,2,219.74
332312,12,10,1199.23
332312,12,13,1536.65
332312,12,16,1894.46
332312,12,28,10624.72
332312,12,37,566.67
332312,12,40,1506.95
332312,12,49,489.47
332312,12,52,1374.06
332312,12,59,155.37
332312,13,10,531.95
332312,13,13,980.29
332312,13,28,2127.41
332312,13,40,290.1
332312,13,49,20452.93
332312,13,90,34097.17
332312,16,40,399.355
332312,17,13,899.58
332312,17,40,612.495
332312,18,2,29444.08
332312,18,40,597.43
332312,18,43,3166.015
332312,18,59,1746.31
332312,19,40,356.49
332312,19,43,358.035
332312,19,59,9279.19
332312,20,28,4956.26
332312,25,10,329.41
332312,25,28,30788.88
332312,25,40,1446.82
332312,25,49,7407.625
332312,25,52,1620.98
332312,26,10,7854.79
332312,26,28,9522.32
